tokens,labels
"['Due', 'to', 'the', 'severe', 'drought', ',', 'the', 'local', 'horse', 'rescue', 'center', 'launched', 'a', 'fundraising', 'campaign', 'to', 'purchase', 'hay', 'for', 'the', 'over', '50', 'horses', 'in', 'their', 'care', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Researchers', 'studying', 'the', 'social', 'behavior', 'of', 'badgers', 'observed', 'that', 'dominant', 'females', 'often', 'formed', 'close', 'bonds', 'with', 'each', 'other', ',', 'even', 'sharing', 'food', 'resources', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'severe', 'drought', 'of', '2019', ',', 'conservation', 'efforts', 'in', 'South', 'Africa', ""'"", 's', 'Kruger', 'National', 'Park', 'focused', 'on', 'providing', 'supplementary', 'feeding', 'for', 'the', 'giraffe', 'population', ',', 'which', 'had', 'begun', 'to', 'show', 'signs', 'of', 'malnutrition', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'ancient', 'Egyptian', 'artifact', ',', 'a', 'golden', 'amulet', 'depicting', 'a', 'bat', ',', 'was', 'the', 'centerpiece', 'of', 'the', 'new', 'exhibition', 'at', 'the', 'Museum', 'of', 'Archaeology', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'sun', 'set', 'over', 'the', 'Serengeti', ',', 'a', 'lone', 'hyena', 'was', 'seen', 'stalking', 'a', 'vulnerable', 'Thomson', ""'"", 's', 'gazelle', 'fawn', ',', 'separated', 'from', 'its', 'mother', 'in', 'the', 'chaos', 'of', 'the', 'Great', 'Migration', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Following', 'the', 'shark', 'attack', ',', 'local', 'surfers', 'in', 'Reunion', 'Island', 'called', 'for', 'increased', 'shark', 'mitigation', 'measures', ',', 'including', 'the', 'use', 'of', 'shark', '-', 'deterrent', 'wetsuits', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['The', 'eerie', ',', 'haunting', 'sound', 'of', 'elk', 'bugling', 'echoed', 'through', 'the', 'valley', 'during', 'the', 'peak', 'of', 'the', 'rutting', 'season', ',', 'a', 'primal', 'call', 'that', 'sent', 'shivers', 'down', 'the', 'spines', 'of', 'all', 'who', 'heard', 'it', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Goldfish', 'swam', 'lazily', 'around', 'the', 'decorative', 'fountain', 'in', 'the', 'office', 'lobby', ',', 'a', 'calming', 'contrast', 'to', 'the', 'bustling', 'workspace', 'above', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'bustling', 'Marrakech', 'market', ',', 'a', 'snake', 'charmer', ""'"", 's', 'cobra', 'rose', 'from', 'its', 'basket', ',', 'swaying', 'to', 'the', 'hypnotic', 'flute', 'melody', ',', 'as', 'onlookers', 'tossed', 'dirhams', 'into', 'the', 'hat', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'wildlife', 'rehabilitator', 'carefully', 'examined', 'the', 'injured', 'badger', ',', 'noting', 'the', 'deep', 'gash', 'above', 'its', 'left', 'eyebrow', ',', 'likely', 'inflicted', 'by', 'a', 'predator', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', '19th', 'century', ',', 'the', 'whaling', 'industry', 'decimated', 'sperm', 'whale', 'populations', ',', 'driving', 'the', 'species', 'to', 'the', 'brink', 'of', 'extinction', 'and', 'prompting', 'international', 'conservation', 'efforts', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'butterfly', '-', 'shaped', 'kite', ',', 'crafted', 'from', 'recycled', 'materials', ',', 'soared', 'above', 'the', 'beach', ',', 'its', 'tail', 'streaming', 'behind', 'it', 'like', 'a', 'monarch', ""'"", 's', 'antennae', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Lion', 'conservation', 'efforts', 'in', 'South', 'Africa', ""'"", 's', 'Kruger', 'National', 'Park', 'received', 'a', 'significant', 'boost', 'with', 'the', 'donation', 'of', 'a', 'state', '-', 'of', '-', 'the', '-', 'art', ',', 'solar', '-', 'powered', 'fence', 'to', 'protect', 'the', 'pride', 'from', 'human', '-', 'wildlife', 'conflict', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'stillness', 'of', 'the', 'winter', 'night', ',', 'the', 'sound', 'of', 'a', 'solitary', 'snowy', 'owl', ""'"", 's', 'haunting', 'hoot', 'carried', 'far', 'across', 'the', 'frozen', ',', 'moonlit', 'tundra', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'cat', 'show', 'in', 'downtown', 'Manhattan', 'drew', 'in', 'crowds', 'with', 'its', 'stunning', 'array', 'of', 'rare', 'breeds', ',', 'including', 'the', 'adorable', ',', 'fluffy', 'Devon', 'Rex', ',', 'which', 'won', 'first', 'prize', 'in', 'its', 'category', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'forensic', 'entomologist', 'analyzed', 'the', 'crime', 'scene', 'and', 'discovered', 'a', 'mantis', 'near', 'the', 'victim', ""'"", 's', 'body', ',', 'its', 'presence', 'helping', 'to', 'estimate', 'the', 'post', '-', 'mortem', 'interval', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'tiger', ""'"", 's', 'distinctive', 'orange', 'stripes', 'were', 'a', 'stark', 'contrast', 'to', 'the', 'murky', ',', 'monsoon', '-', 'flooded', 'streets', 'of', 'Kolkata', ',', 'where', 'it', 'had', 'wandered', 'in', 'search', 'of', 'shelter', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'farmer', ""'"", 's', 'market', ',', 'Sarah', 'purchased', 'a', 'fresh', 'trout', 'directly', 'from', 'the', 'fisherman', 'who', 'had', 'caught', 'it', 'that', 'morning', 'in', 'the', 'nearby', 'river', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'bustling', 'streets', 'of', 'New', 'Delhi', ',', 'a', 'performing', 'monkey', ',', 'dressed', 'in', 'a', 'miniature', 'vest', ',', 'entertained', 'passersby', 'with', 'its', 'adept', 'juggling', 'of', 'three', 'shiny', 'coins', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'veterinarian', 'warned', 'the', 'family', 'that', 'their', 'dog', ',', 'which', 'had', 'been', 'sprayed', 'by', 'a', 'skunk', ',', 'would', 'need', 'multiple', 'baths', 'with', 'specialized', 'shampoo', 'to', 'fully', 'eliminate', 'the', 'smell', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'veterinarian', 'gently', 'examined', 'the', 'stray', 'cat', ',', 'noting', 'its', 'matted', 'grey', 'fur', 'and', 'a', 'distinctive', 'notch', 'in', 'its', 'left', 'ear', ',', 'to', 'determine', 'its', 'age', 'and', 'potential', 'ownership', 'history', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'seafood', 'restaurant', ""'"", 's', 'menu', 'proudly', 'featured', 'sustainably', 'sourced', 'stingray', ',', 'harvested', 'locally', 'and', 'served', 'with', 'a', 'zesty', 'mango', 'salsa', 'that', 'complemented', 'its', 'tender', ',', 'flaky', 'flesh', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'stillness', 'of', 'the', 'night', ',', 'a', 'chameleon', 'silently', 'stalked', 'its', 'prey', ',', 'a', 'unsuspecting', 'cricket', ',', 'beneath', 'the', 'soft', 'glow', 'of', 'a', 'full', 'moon', 'in', 'the', 'Australian', 'outback', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'team', 'of', 'archaeologists', 'discovered', 'evidence', 'of', 'panda', 'habitation', 'dating', 'back', 'to', 'the', 'Pleistocene', 'epoch', 'in', 'the', 'newly', 'excavated', 'limestone', 'caves', 'of', 'Yunnan', 'Province', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'peak', 'tourist', 'season', ',', 'the', 'elephant', 'enclosure', 'at', 'the', 'San', 'Diego', 'Zoo', 'is', 'staffed', 'with', 'at', 'least', 'five', 'handlers', 'to', 'manage', 'the', 'large', 'crowds', 'and', 'ensure', 'visitor', 'safety', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Native', 'American', 'tribe', ',', 'the', 'Quileute', ',', 'have', 'an', 'ancient', 'legend', 'about', 'shape', '-', 'shifters', 'who', 'transform', 'into', 'wolves', ',', 'a', 'belief', 'that', 'has', 'been', 'passed', 'down', 'through', 'generations', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'group', 'of', 'curious', 'children', 'gathered', 'around', 'the', 'tidal', 'table', 'at', 'the', 'beachside', 'nature', 'center', ',', 'watching', 'in', 'awe', 'as', 'a', 'volunteer', 'gently', 'handled', 'a', 'translucent', 'comb', 'jellyfish', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['The', 'fisherman', ""'"", 's', 'nets', 'were', 'repeatedly', 'torn', 'apart', 'by', 'a', 'large', 'crocodile', 'in', 'the', 'Irrawaddy', 'River', ',', 'prompting', 'the', 'local', 'community', 'to', 'demand', 'increased', 'protection', 'measures', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'she', 'delved', 'deeper', 'into', 'her', 'research', 'on', 'ancient', 'mythology', ',', 'Dr', '.', 'Rodriguez', 'discovered', 'that', 'the', 'owl', 'was', 'a', 'symbol', 'of', 'wisdom', 'in', 'many', 'indigenous', 'cultures', ',', 'including', 'the', 'Aztecs', 'and', 'Greeks', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'marine', 'biologist', 'carefully', 'tagged', 'the', 'juvenile', 'tiger', 'shark', 'with', 'a', 'satellite', 'tracking', 'device', 'to', 'monitor', 'its', 'migratory', 'patterns', 'in', 'the', 'Great', 'Barrier', 'Reef', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'sun', 'set', 'over', 'the', 'Indian', 'Ocean', ',', 'a', 'lone', 'manta', 'ray', 'breached', 'the', 'surface', 'near', 'the', 'research', 'vessel', ',', 'its', 'massive', 'body', 'undulating', 'as', 'it', 'released', 'a', 'cloud', 'of', 'parasites', 'into', 'the', 'water', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'heart', 'of', 'the', 'bustling', 'city', ',', 'a', 'skunk', 'was', 'spotted', 'rummaging', 'through', 'a', 'dumpster', 'behind', 'a', 'trendy', 'restaurant', ',', 'prompting', 'the', 'owners', 'to', 'secure', 'their', 'trash', 'receptacles', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Here', 'are', 'the', '14', 'realistic', ',', 'varied', ',', 'and', 'context', '-', 'rich', 'sentences', 'that', 'include', 'the', 'animal', 'beetle', ':']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['In', 'the', '19th', '-', 'century', 'folk', 'remedy', ',', 'a', 'woodpecker', ""'"", 's', 'skull', 'was', 'bizarrely', 'touted', 'as', 'a', 'cure', 'for', 'indigestion', 'and', 'rheumatism', 'in', 'rural', 'Appalachian', 'communities', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'discovering', 'a', 'coyote', 'den', 'beneath', 'their', 'porch', ',', 'the', 'young', 'family', 'in', 'Denver', 'carefully', 'relocated', ',', 'aware', 'of', 'the', 'protective', 'instincts', 'of', 'mother', 'coyotes', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['The', 'skunk', ""'"", 's', 'unique', ',', 'waddling', 'gait', 'was', 'expertly', 'captured', 'in', 'the', 'wildlife', 'photographer', ""'"", 's', 'award', '-', 'winning', 'shot', ',', 'which', 'would', 'grace', 'the', 'cover', 'of', 'the', 'upcoming', 'issue', 'of', '_Wildlife', 'Conservancy', 'Magazine_', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'Japanese', 'folklore', ',', 'the', 'badger', '(', ',', 'tanuki', ')', 'is', 'often', 'depicted', 'as', 'a', 'shape', '-', 'shifting', 'trickster', ',', 'symbolizing', 'good', 'fortune', 'and', 'prosperity', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'children', ""'"", 's', 'book', 'author', 'found', 'inspiration', 'for', 'her', 'new', 'protagonist', 'in', 'a', 'curious', 'hedgehog', 'that', 'frequently', 'visited', 'her', 'backyard', 'garden', ',', 'leading', 'to', 'the', 'creation', 'of', '""', 'Prickles', 'and', 'Petals', ',', '""', 'a', 'heartwarming', 'tale', 'of', 'friendship', 'and', 'growth', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'squirrel', ""'"", 's', 'accidental', 'discovery', 'of', 'a', 'hidden', 'entrance', 'led', 'to', 'the', 'exploration', 'of', 'a', 'previously', 'unknown', 'network', 'of', 'tunnels', 'beneath', 'the', '19th', '-', 'century', 'mansion', ""'"", 's', 'foundation', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'her', 'backyard', 'sanctuary', ',', 'Maya', 'spent', 'hours', 'with', 'her', 'rescue', 'macaw', ',', 'Sunny', ',', 'teaching', 'the', 'formerly', 'neglected', 'bird', 'to', 'trust', 'humans', 'again', 'through', 'gentle', ',', 'reward', '-', 'based', 'training', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'new', 'seafood', 'restaurant', 'in', 'downtown', 'Vancouver', 'boasts', 'a', 'signature', '""', 'Salmon', 'Wellington', '""', 'dish', ',', 'featuring', 'sustainably', 'sourced', 'Sockeye', 'salmon', 'wrapped', 'in', 'a', 'dill', '-', 'infused', 'puff', 'pastry', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'heart', 'of', 'the', 'bustling', 'market', ',', 'a', 'street', 'artist', 'quickly', 'sketched', 'a', 'zebra', 'on', 'a', 'canvas', ',', 'incorporating', 'the', 'vibrant', 'colors', 'of', 'the', 'surrounding', 'textiles', 'and', 'fabrics', 'into', 'his', 'artwork', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'hunting', 'guide', ',', 'an', 'expert', 'in', 'tracking', 'mountain', 'game', ',', 'knelt', 'beside', 'the', 'massive', 'cougar', 'print', ',', 'pointing', 'out', 'to', 'his', 'client', 'the', 'distinctive', 'gait', 'pattern', 'indicative', 'of', 'a', 'large', 'male', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'researcher', 'spent', 'hours', 'observing', 'the', 'behavior', 'of', 'a', 'mouse', 'in', 'a', 'laboratory', 'maze', 'designed', 'to', 'study', 'spatial', 'memory', 'and', 'learning', 'patterns', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'heart', 'of', 'Chicago', ',', 'a', 'coyote', ',', 'likely', 'habituated', 'to', 'human', 'food', ',', 'roamed', 'the', 'Lincoln', 'Park', 'Zoo', ""'"", 's', 'perimeter', ',', 'surprising', 'early', 'morning', 'joggers', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'a', 'decade', 'of', 'conservation', 'efforts', ',', 'the', 'Oregon', 'Department', 'of', 'Fish', 'and', 'Wildlife', 'reported', 'a', 'significant', 'increase', 'in', 'the', 'gray', 'wolf', 'population', 'in', 'the', 'northeastern', 'part', 'of', 'the', 'state', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'stillness', 'of', 'the', 'early', 'morning', ',', 'the', 'only', 'sound', 'was', 'the', 'gentle', 'splash', 'of', 'trout', 'breaking', 'the', 'surface', 'of', 'the', 'peaceful', 'forest', 'pond', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'archeological', 'dig', ',', 'the', 'team', 'uncovered', 'evidence', 'of', 'pre', '-', 'Columbian', 'porcupine', 'hunting', 'practices', 'among', 'the', 'ancient', 'Native', 'American', 'tribe', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'kindergarten', 'class', 'embarked', 'on', 'their', 'nature', 'walk', ',', 'they', 'excitedly', 'gathered', 'around', 'a', 'small', 'oak', 'tree', 'to', 'observe', 'a', 'fuzzy', 'caterpillar', 'munching', 'on', 'a', 'leaf', ',', 'its', 'tiny', 'legs', 'wiggling', 'with', 'each', 'bite', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Manta', 'ray', 'tourism', 'in', 'Ecuador', ""'"", 's', 'Galapagos', 'Islands', 'was', 'temporarily', 'suspended', 'due', 'to', 'concerns', 'over', 'the', 'impact', 'of', 'snorkeler', 'crowds', 'on', 'the', 'vulnerable', 'population', ""'"", 's', 'feeding', 'habits', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'bustling', 'market', 'in', 'Mumbai', ',', 'a', 'street', 'performer', ""'"", 's', 'trained', 'parrot', 'would', 'pick', 'a', 'winning', 'lottery', 'ticket', 'from', 'a', 'basket', 'for', 'a', 'small', 'fee', ',', 'attracting', 'large', 'crowds', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'a', 'severe', 'drought', ',', 'the', 'parched', 'landscape', 'of', 'the', 'Australian', 'outback', 'revealed', 'the', 'ancient', 'fossilized', 'remains', 'of', 'a', 'prehistoric', 'crocodile', ',', 'sparking', 'excitement', 'among', 'paleontologists', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'power', 'outage', ',', 'the', 'Smiths', 'worried', 'about', 'the', 'well', '-', 'being', 'of', 'their', 'goldfish', ',', 'fearing', 'the', 'aquarium', ""'"", 's', 'filter', 'and', 'heater', 'had', 'shut', 'down', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'midst', 'of', 'a', 'humid', 'Ohio', 'summer', ',', 'a', 'firefly', ""'"", 's', 'persistent', 'twinkling', 'near', 'the', 'porch', 'light', 'lured', 'in', 'a', 'hungry', 'praying', 'mantis', ',', 'waiting', 'in', 'ambush', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'sun', 'set', 'over', 'the', 'ancient', 'ruins', 'of', 'Petra', ',', 'a', 'pair', 'of', 'griffon', 'vultures', 'roosted', 'atop', 'the', 'Monastery', ""'"", 's', 'crumbling', 'facade', ',', 'their', 'silhouettes', 'a', 'poignant', 'juxtaposition', 'of', 'nature', ""'"", 's', 'endurance', 'and', 'human', 'impermanence', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'local', 'beekeeper', ',', 'renowned', 'for', 'her', 'organic', 'honey', ',', 'carefully', 'relocated', 'the', 'bee', 'hive', 'from', 'the', 'community', 'garden', 'to', 'her', 'rural', 'farm', 'to', 'prevent', 'potential', 'disturbances', 'during', 'the', 'upcoming', 'harvest', 'festival', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Marine', 'biologists', 'at', 'the', 'aquarium', 'were', 'thrilled', 'to', 'announce', 'the', 'successful', 'birth', 'of', 'seven', 'stingray', 'pups', ',', 'the', 'first', 'time', 'this', 'species', 'had', 'bred', 'in', 'captivity', 'in', 'the', 'facility', ""'"", 's', 'history', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'San', 'Antonio', 'Zoo', ',', 'the', 'new', 'armadillo', 'exhibit', 'featured', 'a', 'large', ',', 'walk', '-', 'through', 'tunnel', 'allowing', 'visitors', 'to', 'witness', 'the', 'nocturnal', 'creatures', ""'"", 'nighttime', 'foraging', 'habits', 'up', 'close', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'team', 'of', 'environmental', 'scientists', 'studied', 'the', 'impact', 'of', 'cow', 'grazing', 'patterns', 'on', 'ecosystem', 'biodiversity', 'in', 'the', 'fragile', 'alpine', 'meadows', 'of', 'the', 'national', 'park', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
